Source File	Size	loadResources	load-configure	scan	loadDepInfo	loadInfo	load	generateSnapshots	checkR4R4B	generateNarratives	validate	loadLists	checkConformanceResources	checkConformanceResources2	checkConformanceResources3	generateLogicalMaps	validateExpressions	scanForUsageStats	checkURLsUnique	processProvenanceDetails	generate1	generate2	generateLogicals	makeDependencies	generateExampleZip	generateValidationPack	scanProfilesForR5	scanExamplesForR5
/fsh-generated/resources/ImplementationGuide-hl7.fhir.dk.core.json	25288	-	0	0	0	0	0	0	3	61	0	0	0	0	0	0	0	1	0	0	122	160	0	0	0	3	0	1
fsh-generated/resources/Bundle-ContinuaBundleWithDevice.json	28236	19	0	0	0	0	24	0	0	1921	0	0	0	0	0	0	0	0	0	0	92	93	0	0	0	0	0	0
fsh-generated/resources/CodeSystem-DkCoreProfessionGroupCodes.json	2062	8	0	0	0	0	0	0	1	7	0	0	0	0	0	0	0	0	0	0	24	9380	0	0	0	3	0	0
fsh-generated/resources/CodeSystem-address-type-dk-supplement.json	1211	2	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	11	52	0	0	0	0	0	0
fsh-generated/resources/CodeSystem-address-use-dk-supplement.json	1450	2	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	16	45	0	0	0	0	0	0
fsh-generated/resources/CodeSystem-administrative-gender-supplement.json	1074	1	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	23	32	0	0	0	0	0	0
fsh-generated/resources/CodeSystem-care-team-status-dk-supplement.json	1782	2	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	15	31	0	0	0	0	0	0
fsh-generated/resources/CodeSystem-consent-state-codes-dk-supplement.json	2053	2	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	16	31	0	0	1	1	0	0
fsh-generated/resources/CodeSystem-days-of-week-dk-supplement.json	2227	3	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	32	29	0	0	0	0	0	0
fsh-generated/resources/CodeSystem-dk-core-municipality-codes-greenland.json	1445	2	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	11	30	0	0	0	0	0	0
fsh-generated/resources/CodeSystem-dk-core-municipality-codes.json	17799	16	1	0	0	0	0	0	1	29	0	0	0	0	0	0	0	0	0	0	56	48	0	0	0	1	0	1
fsh-generated/resources/CodeSystem-dk-core-regional-subdivision-codes.json	1458	2	0	0	0	0	0	0	3	4	0	0	0	0	0	0	0	0	0	0	28	28	0	0	0	0	0	0
fsh-generated/resources/CodeSystem-dk-marital-status.json	757	1	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	8	26	0	0	0	1	0	0
fsh-generated/resources/CodeSystem-episode-of-care-status-dk-supplement.json	2370	3	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	17	26	0	0	0	0	0	0
fsh-generated/resources/CodeSystem-publication-status-dk-supplement.json	2003	3	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	13	31	0	0	0	0	0	0
